loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,fico_range_low,fico_range_high,open_acc,pub_rec,revol_bal,revol_util,total_acc,mort_acc,pub_rec_bankruptcies,issue_d,earliest_cr_line
11000.0, 36 months,11.48,362.64,B,B5,4 years,MORTGAGE,75000.0,Verified,debt_consolidation,10.78,0.0,665.0,669.0,6.0,1.0,13383.0,92.3,13.0,5.0,0.0,Dec-2015,Sep-1992
21000.0, 60 months,9.8,444.13,B,B3,7 years,RENT,125000.0,Not Verified,other,6.2,0.0,750.0,754.0,16.0,0.0,4994.0,3.2,21.0,0.0,0.0,Dec-2015,May-2003
14000.0, 36 months,9.8,450.43,B,B3,4 years,MORTGAGE,175000.0,Source Verified,credit_card,25.43,0.0,690.0,694.0,19.0,2.0,41039.0,83.2,38.0,5.0,0.0,Dec-2015,Dec-1999
8000.0, 36 months,11.48,263.74,B,B5,< 1 year,RENT,21610.0,Verified,credit_card,31.06,0.0,705.0,709.0,9.0,0.0,8898.0,48.4,10.0,0.0,0.0,Dec-2015,Dec-2009
5400.0, 36 months,9.8,173.74,B,B3,2 years,RENT,80000.0,Source Verified,debt_consolidation,18.17,3.0,665.0,669.0,11.0,0.0,10446.0,75.2,19.0,0.0,0.0,Dec-2015,Oct-2005
20000.0, 36 months,7.49,622.04,A,A4,10+ years,MORTGAGE,100000.0,Not Verified,credit_card,12.18,0.0,735.0,739.0,9.0,0.0,44737.0,46.8,18.0,2.0,0.0,Dec-2015,Jul-1999
30000.0, 36 months,15.77,1051.31,D,D1,2 years,MORTGAGE,175000.0,Not Verified,home_improvement,18.5,0.0,725.0,729.0,9.0,0.0,21831.0,50.3,23.0,3.0,0.0,Dec-2015,Aug-1997
24000.0, 36 months,5.32,722.76,A,A1,10+ years,MORTGAGE,200000.0,Source Verified,debt_consolidation,22.55,0.0,710.0,714.0,16.0,0.0,99614.0,61.6,26.0,2.0,0.0,Dec-2015,Oct-1999
21000.0, 60 months,13.99,488.53,C,C4,< 1 year,RENT,52000.0,Source Verified,credit_card,14.47,0.0,680.0,684.0,5.0,0.0,20374.0,87.4,15.0,0.0,0.0,Dec-2015,Jan-2005
11000.0, 36 months,13.99,375.91,C,C4,3 years,RENT,65000.0,Verified,debt_consolidation,21.88,0.0,670.0,674.0,13.0,0.0,9862.0,64.5,28.0,0.0,0.0,Dec-2015,Dec-2002
10000.0, 36 months,6.99,308.73,A,A3,5 years,RENT,220000.0,Not Verified,debt_consolidation,4.76,0.0,710.0,714.0,8.0,1.0,6666.0,47.6,14.0,2.0,1.0,Dec-2015,Nov-2003
6425.0, 36 months,15.77,225.16,D,D1,1 year,RENT,41000.0,Not Verified,debt_consolidation,2.87,1.0,670.0,674.0,4.0,1.0,476.0,7.0,13.0,0.0,1.0,Dec-2015,Mar-2002
25000.0, 36 months,8.49,789.08,B,B1,3 years,MORTGAGE,135000.0,Not Verified,debt_consolidation,22.37,2.0,715.0,719.0,8.0,1.0,115040.0,37.3,22.0,1.0,0.0,Dec-2015,Oct-1998
15750.0, 36 months,16.59,558.33,D,D2,8 years,RENT,50000.0,Verified,debt_consolidation,21.96,0.0,675.0,679.0,18.0,0.0,8770.0,65.9,49.0,0.0,0.0,Dec-2015,Nov-2001
3200.0, 36 months,9.8,102.96,B,B3,,MORTGAGE,24000.0,Not Verified,credit_card,18.05,1.0,670.0,674.0,7.0,0.0,5090.0,32.4,24.0,4.0,0.0,Dec-2015,Apr-1993
15000.0, 60 months,13.44,344.69,C,C3,7 years,OWN,43500.0,Verified,debt_consolidation,24.61,0.0,665.0,669.0,10.0,0.0,7989.0,57.9,18.0,1.0,0.0,Dec-2015,Dec-1995
10000.0, 60 months,12.88,226.92,C,C2,10+ years,RENT,33000.0,Not Verified,credit_card,23.23,1.0,665.0,669.0,8.0,0.0,13034.0,48.8,18.0,0.0,0.0,Dec-2015,Jul-1989
18900.0, 36 months,12.88,635.73,C,C2,5 years,RENT,45000.0,Source Verified,debt_consolidation,30.45,0.0,660.0,664.0,14.0,0.0,13106.0,69.3,31.0,0.0,0.0,Dec-2015,Oct-2001
13875.0, 60 months,11.99,308.58,C,C1,10+ years,MORTGAGE,32500.0,Source Verified,credit_card,23.53,0.0,710.0,714.0,7.0,0.0,10580.0,81.4,15.0,1.0,0.0,Dec-2015,Mar-2001
16100.0, 36 months,17.27,576.18,D,D3,10+ years,MORTGAGE,50000.0,Not Verified,debt_consolidation,15.96,0.0,685.0,689.0,10.0,0.0,24765.0,97.5,17.0,1.0,0.0,Dec-2015,Mar-2003
35000.0, 60 months,18.49,898.13,D,D5,10+ years,OWN,160000.0,Source Verified,debt_consolidation,14.65,1.0,695.0,699.0,18.0,0.0,90009.0,58.4,31.0,4.0,0.0,Dec-2015,Feb-1980
16000.0, 36 months,10.78,522.16,B,B4,5 years,RENT,63000.0,Not Verified,debt_consolidation,35.19,0.0,670.0,674.0,12.0,0.0,20672.0,46.0,22.0,0.0,0.0,Dec-2015,Dec-2006
20000.0, 36 months,6.49,612.89,A,A2,2 years,MORTGAGE,95000.0,Not Verified,debt_consolidation,12.63,0.0,740.0,744.0,9.0,0.0,11020.0,35.5,18.0,3.0,0.0,Dec-2015,Jul-2004
8000.0, 36 months,9.8,257.39,B,B3,6 years,RENT,40000.0,Not Verified,debt_consolidation,25.15,0.0,685.0,689.0,19.0,1.0,11247.0,35.3,25.0,0.0,0.0,Dec-2015,Aug-2010
16000.0, 36 months,13.99,546.77,C,C4,< 1 year,RENT,52000.0,Source Verified,debt_consolidation,33.12,0.0,705.0,709.0,15.0,1.0,7971.0,26.2,19.0,0.0,1.0,Dec-2015,Sep-1995
7200.0, 36 months,9.17,229.53,B,B2,10+ years,MORTGAGE,50000.0,Not Verified,debt_consolidation,19.25,0.0,675.0,679.0,13.0,0.0,9051.0,47.6,25.0,3.0,0.0,Dec-2015,Aug-1987
6025.0, 36 months,14.85,208.42,C,C5,10+ years,RENT,110000.0,Verified,debt_consolidation,21.32,1.0,665.0,669.0,17.0,1.0,7047.0,38.4,37.0,2.0,1.0,Dec-2015,Oct-1999
15850.0, 60 months,23.13,448.01,F,F2,10+ years,OWN,45000.0,Not Verified,debt_consolidation,34.85,0.0,755.0,759.0,18.0,0.0,8799.0,21.3,24.0,0.0,0.0,Dec-2015,Jan-2007
25000.0, 36 months,13.99,854.32,C,C4,6 years,RENT,85000.0,Source Verified,debt_consolidation,11.11,0.0,670.0,674.0,15.0,0.0,21139.0,65.6,26.0,0.0,0.0,Dec-2015,Oct-2002
15000.0, 36 months,9.8,482.61,B,B3,10+ years,RENT,60000.0,Not Verified,credit_card,25.56,0.0,720.0,724.0,19.0,0.0,15448.0,25.5,53.0,3.0,0.0,Dec-2015,Dec-1977
12000.0, 60 months,16.59,295.6,D,D2,10+ years,MORTGAGE,101000.0,Not Verified,debt_consolidation,22.96,0.0,685.0,689.0,14.0,0.0,9562.0,46.9,26.0,4.0,0.0,Dec-2015,Jun-2004
12000.0, 36 months,6.49,367.74,A,A2,3 years,MORTGAGE,73000.0,Not Verified,credit_card,14.75,0.0,715.0,719.0,6.0,0.0,12494.0,65.4,8.0,1.0,0.0,Dec-2015,Apr-2000
4475.0, 36 months,16.59,158.64,D,D2,10+ years,RENT,114000.0,Not Verified,credit_card,8.36,4.0,670.0,674.0,5.0,1.0,5153.0,44.0,40.0,1.0,1.0,Dec-2015,Jul-2000
7500.0, 36 months,16.59,265.87,D,D2,3 years,OWN,50000.0,Source Verified,home_improvement,26.76,1.0,665.0,669.0,12.0,0.0,6731.0,44.6,31.0,1.0,0.0,Dec-2015,Jul-2004
30000.0, 60 months,13.44,689.37,C,C3,10+ years,MORTGAGE,70000.0,Source Verified,home_improvement,12.08,0.0,700.0,704.0,12.0,0.0,19212.0,52.8,33.0,2.0,0.0,Dec-2015,Jun-1994
15000.0, 36 months,8.49,473.45,B,B1,6 years,MORTGAGE,110000.0,Not Verified,credit_card,13.24,0.0,670.0,674.0,16.0,1.0,19029.0,41.4,33.0,4.0,1.0,Dec-2015,Dec-2002
7000.0, 36 months,7.49,217.72,A,A4,10+ years,MORTGAGE,59000.0,Not Verified,credit_card,13.06,1.0,730.0,734.0,10.0,0.0,10467.0,24.2,34.0,3.0,0.0,Dec-2015,Oct-1996
15000.0, 36 months,11.99,498.15,C,C1,1 year,MORTGAGE,65000.0,Source Verified,debt_consolidation,17.56,0.0,665.0,669.0,9.0,0.0,13028.0,88.3,16.0,1.0,0.0,Dec-2015,Aug-2004
20000.0, 36 months,6.99,617.46,A,A3,1 year,MORTGAGE,100000.0,Not Verified,debt_consolidation,7.1,0.0,760.0,764.0,8.0,0.0,2227.0,5.8,16.0,2.0,0.0,Dec-2015,Apr-2003
30000.0, 36 months,7.49,933.05,A,A4,3 years,MORTGAGE,130000.0,Verified,credit_card,9.82,0.0,720.0,724.0,11.0,0.0,39025.0,28.0,23.0,2.0,0.0,Dec-2015,Apr-1987
20000.0, 60 months,9.8,422.98,B,B3,5 years,MORTGAGE,52000.0,Not Verified,debt_consolidation,17.75,0.0,745.0,749.0,15.0,0.0,20576.0,33.0,28.0,2.0,0.0,Dec-2015,Nov-2004
15200.0, 60 months,13.99,353.6,C,C4,10+ years,OWN,69998.0,Verified,debt_consolidation,14.52,0.0,660.0,664.0,7.0,1.0,19434.0,85.6,15.0,1.0,0.0,Dec-2015,Nov-2005
28500.0, 60 months,18.99,739.15,E,E1,< 1 year,MORTGAGE,70000.0,Source Verified,debt_consolidation,29.37,0.0,690.0,694.0,16.0,0.0,21710.0,77.0,29.0,0.0,0.0,Dec-2015,Sep-2001
15000.0, 60 months,12.88,340.38,C,C2,10+ years,OWN,50000.0,Not Verified,debt_consolidation,30.08,0.0,805.0,809.0,9.0,0.0,75205.0,9.5,11.0,0.0,0.0,Dec-2015,Nov-1984
10000.0, 36 months,9.17,318.79,B,B2,10+ years,MORTGAGE,59307.0,Not Verified,credit_card,32.7,1.0,690.0,694.0,17.0,0.0,24399.0,59.5,30.0,1.0,0.0,Dec-2015,Oct-1996
13000.0, 60 months,16.59,320.23,D,D2,< 1 year,RENT,40000.0,Verified,debt_consolidation,16.74,0.0,660.0,664.0,6.0,0.0,18114.0,100.6,17.0,0.0,0.0,Dec-2015,Sep-2000
5000.0, 36 months,6.99,154.37,A,A3,10+ years,MORTGAGE,61000.0,Source Verified,debt_consolidation,30.53,4.0,710.0,714.0,15.0,0.0,11513.0,29.5,44.0,3.0,0.0,Dec-2015,May-2001
10175.0, 36 months,9.8,327.37,B,B3,3 years,MORTGAGE,65000.0,Verified,debt_consolidation,28.03,0.0,690.0,694.0,15.0,0.0,15592.0,57.0,40.0,6.0,0.0,Dec-2015,Oct-2000
19000.0, 36 months,10.78,620.06,B,B4,10+ years,MORTGAGE,155000.0,Not Verified,debt_consolidation,18.42,0.0,665.0,669.0,7.0,0.0,14815.0,75.2,27.0,4.0,0.0,Dec-2015,Sep-2003
5000.0, 36 months,9.8,160.87,B,B3,10+ years,OWN,92000.0,Verified,credit_card,16.01,1.0,670.0,674.0,19.0,0.0,22216.0,53.8,38.0,4.0,0.0,Dec-2015,Jan-1992
15000.0, 36 months,5.32,451.73,A,A1,10+ years,MORTGAGE,44000.0,Source Verified,home_improvement,15.34,0.0,685.0,689.0,7.0,0.0,17003.0,50.3,21.0,2.0,0.0,Dec-2015,Jun-2002
25000.0, 36 months,5.32,752.87,A,A1,1 year,MORTGAGE,150000.0,Not Verified,credit_card,9.54,0.0,795.0,799.0,7.0,0.0,19339.0,42.5,18.0,7.0,0.0,Dec-2015,Feb-1996
20000.0, 36 months,5.32,602.3,A,A1,2 years,MORTGAGE,187000.0,Not Verified,debt_consolidation,14.68,0.0,765.0,769.0,20.0,0.0,18711.0,25.9,37.0,4.0,0.0,Dec-2015,Dec-2000
21600.0, 36 months,6.99,666.85,A,A3,1 year,MORTGAGE,120000.0,Source Verified,debt_consolidation,15.84,0.0,715.0,719.0,12.0,0.0,24339.0,59.8,26.0,3.0,0.0,Dec-2015,Aug-2003
20825.0, 60 months,16.59,512.98,D,D2,10+ years,MORTGAGE,81500.0,Verified,debt_consolidation,24.59,2.0,675.0,679.0,4.0,1.0,2187.0,34.0,9.0,1.0,1.0,Dec-2015,Nov-1995
22600.0, 36 months,15.77,791.99,D,D1,3 years,MORTGAGE,53867.0,Not Verified,debt_consolidation,25.31,0.0,675.0,679.0,33.0,0.0,23959.0,53.5,46.0,0.0,0.0,Dec-2015,Sep-2004
21000.0, 36 months,9.17,669.46,B,B2,< 1 year,RENT,80000.0,Source Verified,debt_consolidation,14.69,0.0,705.0,709.0,9.0,0.0,21065.0,48.1,28.0,1.0,0.0,Dec-2015,Feb-2004
10000.0, 36 months,10.78,326.35,B,B4,10+ years,MORTGAGE,125000.0,Not Verified,debt_consolidation,19.92,1.0,685.0,689.0,19.0,0.0,13001.0,24.0,38.0,4.0,0.0,Dec-2015,Jun-1998
19200.0, 60 months,10.78,415.36,B,B4,< 1 year,RENT,65000.0,Not Verified,debt_consolidation,15.5,0.0,690.0,694.0,19.0,0.0,19014.0,74.9,26.0,0.0,0.0,Dec-2015,Dec-2001
27300.0, 36 months,17.27,977.0,D,D3,10+ years,MORTGAGE,65000.0,Not Verified,home_improvement,25.63,0.0,660.0,664.0,14.0,0.0,31035.0,83.0,38.0,2.0,0.0,Dec-2015,Nov-2002
17600.0, 36 months,5.32,530.03,A,A1,< 1 year,MORTGAGE,88000.0,Source Verified,credit_card,26.59,0.0,780.0,784.0,20.0,0.0,12203.0,34.4,42.0,5.0,0.0,Dec-2015,May-2001
5875.0, 36 months,7.91,183.86,A,A5,5 years,RENT,70000.0,Not Verified,debt_consolidation,9.53,0.0,670.0,674.0,9.0,1.0,5814.0,45.1,18.0,0.0,0.0,Dec-2015,Nov-2002
12000.0, 36 months,7.91,375.54,A,A5,10+ years,MORTGAGE,71000.0,Not Verified,debt_consolidation,24.86,1.0,715.0,719.0,27.0,0.0,42125.0,38.3,65.0,5.0,0.0,Dec-2015,Sep-1989
35000.0, 60 months,11.99,778.38,C,C1,2 years,MORTGAGE,175000.0,Source Verified,debt_consolidation,33.8,0.0,725.0,729.0,21.0,0.0,290575.0,37.8,28.0,0.0,0.0,Dec-2015,Feb-1992
7200.0, 36 months,17.27,257.67,D,D3,9 years,OWN,20000.0,Verified,debt_consolidation,13.21,1.0,705.0,709.0,8.0,0.0,7302.0,32.6,17.0,0.0,0.0,Dec-2015,Apr-2003
20000.0, 36 months,12.88,672.73,C,C2,10+ years,MORTGAGE,145000.0,Not Verified,debt_consolidation,12.28,0.0,695.0,699.0,12.0,0.0,22551.0,80.2,21.0,5.0,0.0,Dec-2015,Feb-2004
16000.0, 36 months,17.27,572.6,D,D3,6 years,RENT,54000.0,Verified,debt_consolidation,20.73,0.0,715.0,719.0,10.0,0.0,4280.0,27.8,16.0,0.0,0.0,Dec-2015,Jun-2002
30000.0, 36 months,12.88,1009.09,C,C2,9 years,RENT,84000.0,Not Verified,debt_consolidation,24.39,1.0,700.0,704.0,8.0,0.0,2204.0,21.8,26.0,0.0,0.0,Dec-2015,May-2002
12000.0, 36 months,10.78,391.62,B,B4,3 years,RENT,40000.0,Not Verified,credit_card,31.95,3.0,665.0,669.0,16.0,0.0,11008.0,41.4,22.0,0.0,0.0,Dec-2015,May-2008
4675.0, 36 months,17.27,167.31,D,D3,< 1 year,MORTGAGE,13000.0,Not Verified,credit_card,34.07,1.0,675.0,679.0,6.0,0.0,3394.0,44.1,23.0,0.0,0.0,Dec-2015,Nov-1996
14000.0, 36 months,13.44,474.69,C,C3,1 year,MORTGAGE,40000.0,Not Verified,debt_consolidation,37.39,0.0,670.0,674.0,14.0,0.0,16328.0,63.8,20.0,2.0,0.0,Dec-2015,Sep-1991
20000.0, 60 months,14.85,474.23,C,C5,5 years,OWN,75000.0,Not Verified,debt_consolidation,18.76,0.0,705.0,709.0,16.0,0.0,59351.0,89.0,36.0,5.0,0.0,Dec-2015,Apr-1992
9600.0, 36 months,9.17,306.04,B,B2,8 years,MORTGAGE,90000.0,Not Verified,debt_consolidation,15.15,1.0,705.0,709.0,13.0,1.0,7421.0,31.3,23.0,0.0,0.0,Dec-2015,Jan-2005
30000.0, 36 months,13.44,1017.19,C,C3,5 years,MORTGAGE,106000.0,Source Verified,credit_card,14.19,0.0,675.0,679.0,19.0,0.0,19778.0,68.9,31.0,2.0,0.0,Dec-2015,Sep-2007
24000.0, 60 months,12.88,544.61,C,C2,10+ years,MORTGAGE,186000.0,Source Verified,debt_consolidation,8.29,0.0,675.0,679.0,14.0,0.0,19850.0,71.0,44.0,6.0,0.0,Dec-2015,Jul-1994
10000.0, 36 months,8.49,315.63,B,B1,4 years,OWN,35000.0,Not Verified,credit_card,33.54,0.0,705.0,709.0,12.0,0.0,23294.0,44.3,30.0,1.0,0.0,Dec-2015,Nov-1994
12000.0, 36 months,13.99,410.08,C,C4,10+ years,MORTGAGE,90000.0,Source Verified,debt_consolidation,29.15,2.0,670.0,674.0,12.0,0.0,5795.0,82.8,27.0,3.0,0.0,Dec-2015,Jan-2002
2400.0, 36 months,17.27,85.89,D,D3,2 years,MORTGAGE,52000.0,Verified,home_improvement,28.38,1.0,670.0,674.0,16.0,1.0,7763.0,41.5,18.0,0.0,0.0,Dec-2015,Jul-2001
5000.0, 36 months,9.17,159.4,B,B2,,MORTGAGE,74967.0,Verified,other,33.39,0.0,685.0,689.0,9.0,1.0,8770.0,58.5,35.0,7.0,1.0,Dec-2015,Oct-1998
7000.0, 36 months,8.49,220.95,B,B1,3 years,MORTGAGE,100000.0,Not Verified,home_improvement,29.75,2.0,675.0,679.0,18.0,0.0,63792.0,90.5,28.0,1.0,0.0,Dec-2015,Sep-1994
12500.0, 36 months,7.49,388.78,A,A4,10+ years,RENT,52000.0,Not Verified,credit_card,6.83,0.0,705.0,709.0,5.0,0.0,10009.0,80.7,7.0,0.0,0.0,Dec-2015,Apr-2004
20000.0, 36 months,15.77,700.88,D,D1,5 years,RENT,70000.0,Not Verified,house,22.21,0.0,680.0,684.0,24.0,0.0,19077.0,36.6,63.0,1.0,0.0,Dec-2015,Jul-2004
5000.0, 36 months,11.99,166.05,C,C1,8 years,RENT,60000.0,Verified,moving,19.27,0.0,705.0,709.0,13.0,0.0,18425.0,43.0,30.0,0.0,0.0,Dec-2015,Apr-2004
24000.0, 60 months,18.49,615.86,D,D5,10+ years,RENT,165000.0,Source Verified,debt_consolidation,13.05,1.0,660.0,664.0,13.0,1.0,15347.0,79.1,38.0,2.0,1.0,Dec-2015,Mar-2000
10000.0, 36 months,6.49,306.45,A,A2,< 1 year,MORTGAGE,35000.0,Source Verified,home_improvement,19.44,0.0,755.0,759.0,3.0,0.0,4024.0,19.7,14.0,2.0,0.0,Dec-2015,Aug-1995
35000.0, 36 months,7.91,1095.33,A,A5,4 years,MORTGAGE,165000.0,Source Verified,debt_consolidation,18.89,0.0,710.0,714.0,21.0,1.0,53593.0,50.0,34.0,0.0,0.0,Dec-2015,Mar-1997
12000.0, 36 months,13.99,410.08,C,C4,3 years,RENT,50000.0,Verified,debt_consolidation,20.31,0.0,660.0,664.0,13.0,1.0,7167.0,33.0,37.0,0.0,1.0,Dec-2015,Oct-1994
5000.0, 36 months,12.88,168.19,C,C2,7 years,MORTGAGE,60000.0,Not Verified,home_improvement,30.24,2.0,685.0,689.0,10.0,0.0,11687.0,44.9,31.0,1.0,0.0,Dec-2015,Jan-2008
15000.0, 36 months,9.8,482.61,B,B3,3 years,MORTGAGE,92000.0,Not Verified,debt_consolidation,13.89,0.0,680.0,684.0,7.0,2.0,12703.0,35.2,31.0,6.0,1.0,Dec-2015,Nov-2001
15600.0, 60 months,13.44,358.48,C,C3,10+ years,MORTGAGE,52000.0,Not Verified,major_purchase,15.37,0.0,720.0,724.0,6.0,0.0,12329.0,69.3,13.0,3.0,0.0,Dec-2015,Feb-1995
14000.0, 36 months,10.78,456.89,B,B4,,MORTGAGE,120000.0,Source Verified,credit_card,12.52,1.0,705.0,709.0,15.0,0.0,4325.0,62.7,20.0,1.0,0.0,Dec-2015,Jan-2003
16000.0, 36 months,12.88,538.18,C,C2,10+ years,MORTGAGE,91000.0,Source Verified,debt_consolidation,11.78,3.0,665.0,669.0,14.0,0.0,9290.0,40.7,36.0,4.0,0.0,Dec-2015,Nov-2003
10000.0, 60 months,19.48,262.06,E,E2,< 1 year,MORTGAGE,117000.0,Source Verified,small_business,12.73,0.0,735.0,739.0,8.0,0.0,1931.0,14.5,12.0,2.0,0.0,Dec-2015,May-2003
4000.0, 36 months,15.77,140.18,D,D1,1 year,RENT,60000.0,Verified,credit_card,38.02,0.0,695.0,699.0,24.0,0.0,14565.0,30.3,50.0,0.0,0.0,Dec-2015,Aug-2003
2000.0, 36 months,13.44,67.82,C,C3,10+ years,MORTGAGE,119945.0,Verified,debt_consolidation,15.61,0.0,660.0,664.0,21.0,2.0,20627.0,64.7,37.0,6.0,2.0,Dec-2015,May-1997
30000.0, 60 months,27.49,924.87,G,G2,1 year,MORTGAGE,115000.0,Verified,other,17.73,0.0,675.0,679.0,14.0,0.0,50634.0,58.7,20.0,4.0,0.0,Dec-2015,Oct-2001
21000.0, 60 months,13.44,482.56,C,C3,2 years,RENT,54649.0,Source Verified,debt_consolidation,12.14,0.0,670.0,674.0,9.0,1.0,1581.0,26.8,44.0,2.0,1.0,Dec-2015,Oct-1999
8000.0, 36 months,11.99,265.68,C,C1,2 years,RENT,35000.0,Source Verified,debt_consolidation,10.12,0.0,720.0,724.0,10.0,0.0,6352.0,26.9,23.0,0.0,0.0,Dec-2015,Nov-1999
3000.0, 36 months,13.44,101.72,C,C3,2 years,RENT,50740.0,Source Verified,other,17.24,0.0,670.0,674.0,7.0,1.0,7847.0,64.3,13.0,0.0,1.0,Dec-2015,Aug-2002
6000.0, 36 months,11.99,199.26,C,C1,10+ years,RENT,51000.0,Verified,debt_consolidation,25.04,0.0,705.0,709.0,12.0,1.0,7346.0,32.8,39.0,0.0,1.0,Dec-2015,Feb-2001
28000.0, 36 months,5.32,843.22,A,A1,10+ years,MORTGAGE,144000.0,Verified,debt_consolidation,29.88,0.0,715.0,719.0,16.0,0.0,82471.0,69.0,29.0,1.0,0.0,Dec-2015,Oct-1979
18250.0, 60 months,19.89,482.4,E,E3,1 year,OWN,36500.0,Source Verified,debt_consolidation,27.52,0.0,670.0,674.0,25.0,0.0,12330.0,45.5,36.0,2.0,0.0,Dec-2015,Sep-2003
7200.0, 36 months,11.48,237.36,B,B5,1 year,RENT,22000.0,Not Verified,debt_consolidation,23.57,0.0,750.0,754.0,10.0,0.0,1335.0,8.6,10.0,0.0,0.0,Dec-2015,Aug-1999
3600.0, 36 months,10.78,117.49,B,B4,7 years,MORTGAGE,39000.0,Not Verified,credit_card,9.48,0.0,765.0,769.0,4.0,0.0,18838.0,33.6,8.0,3.0,0.0,Dec-2015,Jun-1987
15000.0, 36 months,7.49,466.53,A,A4,,MORTGAGE,45000.0,Verified,debt_consolidation,10.67,3.0,710.0,714.0,10.0,0.0,16173.0,43.5,20.0,2.0,0.0,Dec-2015,Jan-1993
31325.0, 36 months,15.77,1097.75,D,D1,1 year,RENT,157000.0,Source Verified,credit_card,30.13,0.0,690.0,694.0,14.0,0.0,32416.0,70.5,30.0,0.0,0.0,Dec-2015,May-1980
35000.0, 36 months,9.17,1115.77,B,B2,1 year,RENT,105000.0,Source Verified,debt_consolidation,25.07,0.0,690.0,694.0,11.0,0.0,92939.0,85.0,26.0,1.0,0.0,Dec-2015,Jun-1995
6125.0, 36 months,17.27,219.2,D,D3,4 years,RENT,70000.0,Source Verified,debt_consolidation,17.36,0.0,690.0,694.0,9.0,1.0,2275.0,27.1,11.0,1.0,0.0,Dec-2015,Sep-1993
15000.0, 36 months,9.17,478.19,B,B2,10+ years,RENT,48000.0,Source Verified,car,12.2,0.0,680.0,684.0,10.0,1.0,8588.0,60.1,11.0,0.0,1.0,Dec-2015,Feb-1990
12000.0, 36 months,9.17,382.55,B,B2,3 years,RENT,100000.0,Source Verified,debt_consolidation,12.13,0.0,745.0,749.0,11.0,0.0,1435.0,6.1,17.0,0.0,0.0,Dec-2015,Aug-2010
21000.0, 36 months,9.17,669.46,B,B2,4 years,RENT,80000.0,Not Verified,debt_consolidation,23.42,0.0,705.0,709.0,13.0,0.0,24345.0,37.2,19.0,0.0,0.0,Dec-2015,Dec-2006
13475.0, 36 months,7.91,421.7,A,A5,10+ years,OWN,120000.0,Verified,other,19.79,0.0,745.0,749.0,10.0,0.0,29143.0,54.0,17.0,3.0,0.0,Dec-2015,Nov-1989
4800.0, 36 months,11.99,159.41,C,C1,1 year,RENT,45000.0,Source Verified,credit_card,10.29,0.0,670.0,674.0,11.0,0.0,6174.0,78.2,31.0,0.0,0.0,Dec-2015,Aug-2004
25000.0, 36 months,6.99,771.82,A,A3,10+ years,MORTGAGE,127000.0,Source Verified,home_improvement,25.48,1.0,725.0,729.0,10.0,0.0,18828.0,39.1,26.0,3.0,0.0,Dec-2015,Nov-1984
20000.0, 36 months,14.85,691.84,C,C5,6 years,RENT,60000.0,Verified,debt_consolidation,26.02,0.0,715.0,719.0,18.0,0.0,3961.0,19.5,18.0,0.0,0.0,Dec-2015,Aug-1998
30000.0, 60 months,13.44,689.37,C,C3,5 years,MORTGAGE,81000.0,Source Verified,debt_consolidation,12.03,3.0,725.0,729.0,12.0,0.0,18471.0,52.5,18.0,2.0,0.0,Dec-2015,May-1989
10000.0, 36 months,5.32,301.15,A,A1,10+ years,OWN,32500.0,Not Verified,credit_card,12.15,0.0,795.0,799.0,6.0,0.0,11685.0,26.0,14.0,1.0,0.0,Dec-2015,Apr-1995
1000.0, 36 months,11.48,32.97,B,B5,10+ years,RENT,86000.0,Not Verified,major_purchase,20.64,0.0,660.0,664.0,10.0,0.0,26498.0,80.3,22.0,0.0,0.0,Dec-2015,Aug-2000
3600.0, 36 months,13.99,123.03,C,C4,10+ years,MORTGAGE,55000.0,Not Verified,debt_consolidation,5.91,0.0,675.0,679.0,7.0,0.0,2765.0,29.7,13.0,1.0,0.0,Dec-2015,Aug-2003
10000.0, 60 months,13.44,229.79,C,C3,10+ years,RENT,140000.0,Source Verified,debt_consolidation,9.99,0.0,660.0,664.0,12.0,1.0,9190.0,42.7,24.0,1.0,1.0,Dec-2015,Mar-2005
30000.0, 36 months,12.88,1009.09,C,C2,3 years,RENT,100000.0,Verified,debt_consolidation,16.21,0.0,695.0,699.0,14.0,0.0,54554.0,56.0,24.0,0.0,0.0,Dec-2015,Mar-2000
12000.0, 36 months,5.32,361.38,A,A1,,MORTGAGE,110000.0,Not Verified,credit_card,16.19,0.0,745.0,749.0,21.0,0.0,16265.0,25.0,65.0,5.0,0.0,Dec-2015,Aug-1995
14000.0, 36 months,16.59,496.29,D,D2,,MORTGAGE,124596.0,Verified,other,23.73,0.0,685.0,689.0,22.0,0.0,52760.0,88.8,36.0,6.0,0.0,Dec-2015,Sep-1997
11550.0, 60 months,16.59,284.51,D,D2,5 years,RENT,38000.0,Not Verified,credit_card,21.07,0.0,700.0,704.0,9.0,0.0,7179.0,39.7,12.0,0.0,0.0,Dec-2015,Jan-2011
11750.0, 60 months,28.49,369.33,G,G4,1 year,OWN,28000.0,Verified,debt_consolidation,22.16,0.0,690.0,694.0,11.0,0.0,9758.0,25.1,20.0,0.0,0.0,Dec-2015,Jan-2001
4700.0, 36 months,13.44,159.36,C,C3,3 years,RENT,22000.0,Verified,debt_consolidation,17.64,0.0,705.0,709.0,12.0,0.0,4192.0,26.7,19.0,0.0,0.0,Dec-2015,Jun-2007
